0.060000	0.925407	0.057553	0.458893	0.028191
0.109983	0.919814	0.105190	0.451518	0.051008
0.159967	0.910974	0.152289	0.440097	0.072681
0.209950	0.898943	0.198608	0.425003	0.092768
0.259933	0.883795	0.243913	0.406711	0.110907
0.309917	0.865627	0.287978	0.385762	0.126823
0.359900	0.844552	0.330583	0.362732	0.140335
0.409883	0.820701	0.371521	0.338205	0.151355
0.459866	0.794223	0.410596	0.312743	0.159879
0.509850	0.765279	0.447625	0.286867	0.165976
0.559833	0.734047	0.482440	0.261043	0.169773
0.609816	0.700716	0.514888	0.235671	0.171441
0.659800	0.665487	0.544832	0.211086	0.171183
0.709783	0.628569	0.572155	0.187551	0.169219
0.759766	0.590181	0.596754	0.165271	0.165778
0.809750	0.550547	0.618549	0.144390	0.161085
0.859733	0.509895	0.637475	0.125000	0.155362
0.909716	0.468457	0.653490	0.107151	0.148816
0.959699	0.426467	0.666569	0.090857	0.141637
1.009683	0.384156	0.676707	0.076101	0.134002
1.059666	0.341755	0.683919	0.062841	0.126065
1.109649	0.299490	0.688236	0.051020	0.117966
1.159633	0.257582	0.689709	0.040564	0.109823
1.209616	0.216244	0.688408	0.031393	0.101740
1.259599	0.175684	0.684417	0.023418	0.093802
1.309583	0.136096	0.677837	0.016549	0.086083
1.359566	0.097664	0.668783	0.010692	0.078640
1.409549	0.060563	0.657386	0.005757	0.071518
1.459533	0.024950	0.643786	0.001653	0.064753
1.509516	-0.009029	0.628136	-0.001706	0.058371
1.559499	-0.041243	0.610599	-0.004403	0.052386
1.609482	-0.071580	0.591345	-0.006517	0.046810
1.659466	-0.099939	0.570552	-0.008121	0.041644
1.709449	-0.126239	0.548402	-0.009283	0.036885
1.759432	-0.150416	0.525081	-0.010067	0.032526
1.809416	-0.172420	0.500779	-0.010531	0.028555
1.859399	-0.192221	0.475684	-0.010727	0.024958
1.909382	-0.209802	0.449986	-0.010704	0.021718
1.959366	-0.225167	0.423871	-0.010503	0.018815
2.009349	-0.238330	0.397521	-0.010164	0.016230
2.059332	-0.249326	0.371116	-0.009719	0.013940
2.109316	-0.258201	0.344826	-0.009197	0.011924
2.159299	-0.265015	0.318816	-0.008624	0.010159
2.209282	-0.269842	0.293242	-0.008021	0.008624
2.259265	-0.272767	0.268252	-0.007406	0.007296
2.309249	-0.273886	0.243980	-0.006793	0.006155
2.359232	-0.273306	0.220553	-0.006195	0.005181
2.409215	-0.271142	0.198084	-0.005621	0.004355
2.459199	-0.267514	0.176674	-0.005078	0.003658
2.509182	-0.262551	0.156413	-0.004570	0.003073
2.559165	-0.256385	0.137374	-0.004102	0.002586
2.609149	-0.249155	0.119621	-0.003674	0.002182
2.659132	-0.240997	0.103202	-0.003287	0.001847
2.709115	-0.232052	0.088153	-0.002940	0.001571
2.759098	-0.222461	0.074497	-0.002632	0.001343
2.809082	-0.212361	0.062244	-0.002359	0.001154
2.859065	-0.201888	0.051391	-0.002121	0.000997
2.909048	-0.191177	0.041923	-0.001913	0.000865
2.959032	-0.180353	0.033815	-0.001732	0.000751
3.009015	-0.169541	0.027030	-0.001575	0.000653
3.058998	-0.158857	0.021520	-0.001438	0.000565
3.108982	-0.148409	0.017231	-0.001318	0.000486
3.158965	-0.138300	0.014097	-0.001213	0.000412
3.208948	-0.128623	0.012046	-0.001119	0.000343
3.258932	-0.119462	0.011000	-0.001033	0.000278
3.308915	-0.110892	0.010874	-0.000954	0.000216
3.358898	-0.102979	0.011580	-0.000881	0.000157
3.408881	-0.095777	0.013024	-0.000810	0.000101
3.458865	-0.089333	0.015111	-0.000741	0.000049
3.508848	-0.083682	0.017744	-0.000674	-0.000000
3.558831	-0.078850	0.020825	-0.000607	-0.000044
3.608815	-0.074852	0.024255	-0.000541	-0.000084
3.658798	-0.071696	0.027938	-0.000475	-0.000118
3.708781	-0.069377	0.031779	-0.000409	-0.000146
3.758765	-0.067885	0.035684	-0.000345	-0.000168
3.808748	-0.067199	0.039566	-0.000282	-0.000183
3.858731	-0.067291	0.043340	-0.000221	-0.000192
3.908715	-0.068126	0.046925	-0.000162	-0.000194
3.958698	-0.069661	0.050247	-0.000107	-0.000189
4.008681	-0.071848	0.053236	-0.000056	-0.000179
4.058664	-0.074634	0.055831	-0.000009	-0.000163
4.108648	-0.077959	0.057975	0.000032	-0.000142
4.158631	-0.081763	0.059620	0.000067	-0.000117
4.208614	-0.085979	0.060724	0.000097	-0.000088
4.258598	-0.090539	0.061252	0.000120	-0.000057
4.308581	-0.095374	0.061177	0.000136	-0.000024
4.358564	-0.100412	0.060478	0.000146	0.000010
4.408548	-0.105583	0.059145	0.000149	0.000044
4.458531	-0.110815	0.057170	0.000147	0.000077
4.508514	-0.116038	0.054556	0.000138	0.000108
4.558497	-0.121185	0.051312	0.000124	0.000137
4.608481	-0.126188	0.047450	0.000106	0.000162
4.658464	-0.130986	0.042993	0.000083	0.000184
4.708447	-0.135517	0.037967	0.000057	0.000201
4.758431	-0.139726	0.032402	0.000029	0.000214
4.808414	-0.143560	0.026337	-0.000001	0.000222
4.858397	-0.146971	0.019810	-0.000032	0.000225
4.908381	-0.149916	0.012867	-0.000062	0.000222
4.958364	-0.152357	0.005556	-0.000092	0.000215
5.008347	-0.154261	-0.002074	-0.000120	0.000203
5.058331	-0.155601	-0.009969	-0.000146	0.000187
5.108314	-0.156353	-0.018075	-0.000169	0.000167
5.158297	-0.156502	-0.026337	-0.000189	0.000144
5.208280	-0.156036	-0.034699	-0.000204	0.000117
5.258264	-0.154948	-0.043105	-0.000216	0.000089
5.308247	-0.153239	-0.051499	-0.000222	0.000059
5.358230	-0.150911	-0.059825	-0.000225	0.000029
5.408214	-0.147975	-0.068032	-0.000222	-0.000002
5.458197	-0.144443	-0.076066	-0.000216	-0.000031
5.508180	-0.140336	-0.083877	-0.000204	-0.000060
5.558164	-0.135673	-0.091420	-0.000190	-0.000086
5.608147	-0.130483	-0.098648	-0.000171	-0.000110
5.658130	-0.124794	-0.105522	-0.000149	-0.000131
5.708114	-0.118639	-0.112001	-0.000125	-0.000149
5.758097	-0.112054	-0.118052	-0.000099	-0.000163
