0.060000	0.952814	0.063301	0.459228	0.028075
0.109983	0.945225	0.115439	0.451834	0.050800
0.159967	0.933344	0.166550	0.440384	0.072389
0.209950	0.917397	0.216216	0.425254	0.092405
0.259933	0.897666	0.264068	0.406918	0.110485
0.309917	0.874483	0.309793	0.385920	0.126357
0.359900	0.848203	0.353140	0.362839	0.139843
0.409883	0.819193	0.393915	0.338260	0.150852
0.459866	0.787819	0.431981	0.312747	0.159382
0.509850	0.754430	0.467249	0.286822	0.165498
0.559833	0.719355	0.499670	0.260953	0.169328
0.609816	0.682893	0.529229	0.235542	0.171039
0.659800	0.645317	0.555936	0.210923	0.170834
0.709783	0.606870	0.579819	0.187361	0.168929
0.759766	0.567768	0.600916	0.165060	0.165550
0.809750	0.528204	0.619277	0.144164	0.160924
0.859733	0.488348	0.634952	0.124767	0.155266
0.909716	0.448357	0.647997	0.106917	0.148784
0.959699	0.408371	0.658466	0.090626	0.141667
1.009683	0.368520	0.666415	0.075878	0.134088
1.059666	0.328928	0.671899	0.062631	0.126204
1.109649	0.289712	0.674974	0.050826	0.118150
1.159633	0.250985	0.675697	0.040390	0.110046
1.209616	0.212861	0.674128	0.031240	0.101995
1.259599	0.175448	0.670330	0.023288	0.094082
1.309583	0.138858	0.664368	0.016442	0.086380
1.359566	0.103198	0.656316	0.010609	0.078947
1.409549	0.068578	0.646250	0.005697	0.071829
1.459533	0.035103	0.634254	0.001615	0.065062
1.509516	0.002881	0.620419	-0.001722	0.058670
1.559499	-0.027986	0.604844	-0.004400	0.052672
1.609482	-0.057399	0.587634	-0.006496	0.047076
1.659466	-0.085261	0.568905	-0.008083	0.041887
1.709449	-0.111483	0.548777	-0.009232	0.037102
1.759432	-0.135980	0.527380	-0.010004	0.032715
1.809416	-0.158677	0.504850	-0.010458	0.028713
1.859399	-0.179504	0.481330	-0.010647	0.025085
1.909382	-0.198404	0.456969	-0.010619	0.021812
1.959366	-0.215328	0.431920	-0.010415	0.018877
2.009349	-0.230238	0.406341	-0.010074	0.016260
2.059332	-0.243110	0.380393	-0.009628	0.013940
2.109316	-0.253932	0.354240	-0.009108	0.011895
2.159299	-0.262702	0.328043	-0.008537	0.010103
2.209282	-0.269436	0.301968	-0.007937	0.008544
2.259265	-0.274161	0.276174	-0.007326	0.007195
2.309249	-0.276917	0.250820	-0.006718	0.006035
2.359232	-0.277761	0.226059	-0.006124	0.005046
2.409215	-0.276760	0.202040	-0.005555	0.004207
2.459199	-0.273995	0.178904	-0.005015	0.003501
2.509182	-0.269561	0.156782	-0.004511	0.002911
2.559165	-0.263563	0.135799	-0.004046	0.002421
2.609149	-0.256117	0.116066	-0.003620	0.002017
2.659132	-0.247350	0.097684	-0.003234	0.001685
2.709115	-0.237397	0.080743	-0.002888	0.001415
2.759098	-0.226402	0.065317	-0.002579	0.001196
2.809082	-0.214513	0.051468	-0.002306	0.001017
2.859065	-0.201885	0.039243	-0.002065	0.000872
2.909048	-0.188676	0.028675	-0.001853	0.000753
2.959032	-0.175046	0.019779	-0.001668	0.000655
3.009015	-0.161155	0.012560	-0.001506	0.000572
3.058998	-0.147164	0.007004	-0.001363	0.000501
3.108982	-0.133229	0.003085	-0.001238	0.000439
3.158965	-0.119503	0.000760	-0.001126	0.000382
3.208948	-0.106135	-0.000024	-0.001025	0.000330
3.258932	-0.093266	0.000662	-0.000933	0.000281
3.308915	-0.081028	0.002739	-0.000847	0.000235
3.358898	-0.069546	0.006116	-0.000767	0.000190
3.408881	-0.058933	0.010690	-0.000690	0.000148
3.458865	-0.049291	0.016351	-0.000616	0.000108
3.508848	-0.040711	0.022979	-0.000544	0.000070
3.558831	-0.033271	0.030448	-0.000473	0.000036
3.608815	-0.027033	0.038629	-0.000404	0.000005
3.658798	-0.022049	0.047386	-0.000336	-0.000022
3.708781	-0.018354	0.056582	-0.000270	-0.000045
3.758765	-0.015970	0.066080	-0.000206	-0.000063
3.808748	-0.014906	0.075740	-0.000144	-0.000075
3.858731	-0.015156	0.085427	-0.000086	-0.000083
3.908715	-0.016700	0.095007	-0.000032	-0.000085
3.958698	-0.019506	0.104351	0.000018	-0.000081
4.008681	-0.023530	0.113335	0.000063	-0.000073
4.058664	-0.028715	0.121842	0.000102	-0.000060
4.108648	-0.034993	0.129761	0.000135	-0.000042
4.158631	-0.042289	0.136992	0.000161	-0.000021
4.208614	-0.050515	0.143440	0.000181	0.000003
4.258598	-0.059580	0.149025	0.000193	0.000030
4.308581	-0.069381	0.153672	0.000199	0.000058
4.358564	-0.079815	0.157321	0.000197	0.000087
4.408548	-0.090770	0.159922	0.000190	0.000116
4.458531	-0.102134	0.161434	0.000176	0.000145
4.508514	-0.113793	0.161830	0.000156	0.000171
4.558497	-0.125632	0.161093	0.000132	0.000196
4.608481	-0.137535	0.159218	0.000103	0.000217
4.658464	-0.149389	0.156210	0.000071	0.000236
4.708447	-0.161085	0.152083	0.000036	0.000250
4.758431	-0.172515	0.146864	-0.000000	0.000260
4.808414	-0.183577	0.140588	-0.000037	0.000265
4.858397	-0.194175	0.133298	-0.000074	0.000266
4.908381	-0.204218	0.125046	-0.000110	0.000262
