0.200000	0.217355	0.000022
0.400000	0.205015	0.000041
0.600000	0.191654	0.000057
0.800000	0.178015	0.000071
1.000000	0.164647	0.000082
1.200000	0.151916	0.000091
1.400000	0.140028	0.000098
1.600000	0.129077	0.000103
1.800000	0.119079	0.000107
2.000000	0.109999	0.000110
2.200000	0.101779	0.000112
2.400000	0.094346	0.000113
2.600000	0.087624	0.000114
2.800000	0.081541	0.000114
3.000000	0.076027	0.000114
3.200000	0.071021	0.000114
3.400000	0.066465	0.000113
3.600000	0.062312	0.000112
3.800000	0.058516	0.000111
4.000000	0.055040	0.000110
4.200000	0.051850	0.000109
4.400000	0.048917	0.000108
4.600000	0.046213	0.000106
4.800000	0.043718	0.000105
5.000000	0.041409	0.000104
5.200000	0.039270	0.000102
5.400000	0.037285	0.000101
5.600000	0.035440	0.000099
5.800000	0.033722	0.000098
6.000000	0.032120	0.000096
6.200000	0.030624	0.000095
6.400000	0.029226	0.000094
6.600000	0.027917	0.000092
6.800000	0.026690	0.000091
7.000000	0.025539	0.000089
7.200000	0.024458	0.000088
7.400000	0.023441	0.000087
7.600000	0.022483	0.000085
7.800000	0.021580	0.000084
8.000000	0.020729	0.000083
8.200000	0.019925	0.000082
8.400000	0.019165	0.000080
8.600000	0.018446	0.000079
8.800000	0.017765	0.000078
9.000000	0.017120	0.000077
9.200000	0.016508	0.000076
9.400000	0.015928	0.000075
9.600000	0.015376	0.000074
9.800000	0.014851	0.000073
10.000000	0.014352	0.000072
10.200000	0.013877	0.000071
10.400000	0.013425	0.000070
10.600000	0.012993	0.000069
10.800000	0.012581	0.000068
11.000000	0.012188	0.000067
11.200000	0.011813	0.000066
11.400000	0.011454	0.000065
11.600000	0.011111	0.000064
11.800000	0.010783	0.000064
12.000000	0.010468	0.000063
12.200000	0.010167	0.000062
12.400000	0.009878	0.000061
12.600000	0.009601	0.000060
12.800000	0.009335	0.000060
13.000000	0.009080	0.000059
13.200000	0.008835	0.000058
13.400000	0.008600	0.000058
13.600000	0.008373	0.000057
13.800000	0.008155	0.000056
14.000000	0.007946	0.000056
14.200000	0.007744	0.000055
14.400000	0.007550	0.000054
14.600000	0.007362	0.000054
14.800000	0.007182	0.000053
15.000000	0.007008	0.000053
15.200000	0.006840	0.000052
15.400000	0.006677	0.000051
15.600000	0.006521	0.000051
15.800000	0.006370	0.000050
16.000000	0.006224	0.000050
16.200000	0.006082	0.000049
16.400000	0.005946	0.000049
16.600000	0.005814	0.000048
16.800000	0.005686	0.000048
17.000000	0.005562	0.000047
17.200000	0.005442	0.000047
17.400000	0.005326	0.000046
17.600000	0.005214	0.000046
17.800000	0.005105	0.000045
18.000000	0.004999	0.000045
18.200000	0.004897	0.000045
18.400000	0.004797	0.000044
18.600000	0.004701	0.000044
18.800000	0.004607	0.000043
19.000000	0.004516	0.000043
19.200000	0.004428	0.000043
19.400000	0.004342	0.000042
19.600000	0.004259	0.000042
19.800000	0.004178	0.000041
20.000000	0.004100	0.000041
