0.040000	0.003671
0.080000	0.007356
0.120000	0.011070
0.160000	0.014828
0.200000	0.018643
0.240000	0.022533
0.280000	0.026512
0.320000	0.030599
0.360000	0.034811
0.400000	0.039167
0.440000	0.043689
0.480000	0.048398
0.520000	0.053319
0.560000	0.058477
0.600000	0.063903
0.640000	0.069627
0.680000	0.075684
0.720000	0.082113
0.760000	0.088956
0.800000	0.096260
0.840000	0.104079
0.880000	0.112470
0.920000	0.121500
0.960000	0.131241
1.000000	0.141774
1.040000	0.153190
1.080000	0.165590
1.120000	0.179087
1.160000	0.193803
1.200000	0.209876
1.240000	0.227452
1.280000	0.246692
1.320000	0.267761
1.360000	0.290833
1.400000	0.316077
1.440000	0.343651
1.480000	0.373683
1.520000	0.406249
1.560000	0.441346
1.600000	0.478850
1.640000	0.518466
1.680000	0.559679
1.720000	0.601699
1.760000	0.643422
1.800000	0.683422
1.840000	0.719996
1.880000	0.751276
1.920000	0.775417
1.960000	0.790841
2.000000	0.796473
2.040000	0.791933
2.080000	0.777603
2.120000	0.754559
2.160000	0.724381
2.200000	0.688917
2.240000	0.650034
2.280000	0.609439
2.320000	0.568559
2.360000	0.528500
2.400000	0.490053
2.440000	0.453738
2.480000	0.419849
2.520000	0.388512
2.560000	0.359735
2.600000	0.333443
2.640000	0.309509
2.680000	0.287779
2.720000	0.268087
2.760000	0.250262
2.800000	0.234141
2.840000	0.219568
2.880000	0.206399
2.920000	0.194501
2.960000	0.183754
3.000000	0.174052
3.040000	0.165298
3.080000	0.157405
3.120000	0.150299
3.160000	0.143913
3.200000	0.138186
3.240000	0.133068
3.280000	0.128514
3.320000	0.124485
3.360000	0.120947
3.400000	0.117872
3.440000	0.115236
3.480000	0.113019
3.520000	0.111206
3.560000	0.109786
3.600000	0.108749
3.640000	0.108091
3.680000	0.107812
3.720000	0.107914
3.760000	0.108403
3.800000	0.109290
3.840000	0.110587
3.880000	0.112313
3.920000	0.114490
3.960000	0.117145
4.000000	0.120311
4.040000	0.124024
4.080000	0.128327
4.120000	0.133270
4.160000	0.138909
4.200000	0.145305
4.240000	0.152528
4.280000	0.160651
4.320000	0.169755
4.360000	0.179921
4.400000	0.191231
4.440000	0.203758
4.480000	0.217563
4.520000	0.232683
4.560000	0.249113
4.600000	0.266786
4.640000	0.285554
4.680000	0.305156
4.720000	0.325196
4.760000	0.345118
4.800000	0.364209
4.840000	0.381614
4.880000	0.396397
4.920000	0.407636
4.960000	0.414537
5.000000	0.416563
5.040000	0.413523
5.080000	0.405605
5.120000	0.393346
5.160000	0.377536
5.200000	0.359095
5.240000	0.338958
5.280000	0.317975
5.320000	0.296859
5.360000	0.276162
5.400000	0.256279
5.440000	0.237467
5.480000	0.219873
5.520000	0.203560
5.560000	0.188528
5.600000	0.174739
5.640000	0.162129
5.680000	0.150620
5.720000	0.140127
5.760000	0.130563
5.800000	0.121845
5.840000	0.113894
5.880000	0.106635
5.920000	0.100002
5.960000	0.093932
6.000000	0.088370
6.040000	0.083266
6.080000	0.078574
6.120000	0.074254
6.160000	0.070271
6.200000	0.066592
6.240000	0.063189
6.280000	0.060035
6.320000	0.057108
6.360000	0.054388
6.400000	0.051855
6.440000	0.049494
6.480000	0.047290
6.520000	0.045230
6.560000	0.043300
6.600000	0.041492
6.640000	0.039794
6.680000	0.038199
6.720000	0.036698
6.760000	0.035283
6.800000	0.033949
6.840000	0.032690
6.880000	0.031500
6.920000	0.030373
6.960000	0.029307
7.000000	0.028295
7.040000	0.027336
7.080000	0.026424
7.120000	0.025558
7.160000	0.024733
7.200000	0.023948
7.240000	0.023200
7.280000	0.022487
7.320000	0.021805
7.360000	0.021155
7.400000	0.020533
7.440000	0.019938
7.480000	0.019369
7.520000	0.018823
7.560000	0.018301
7.600000	0.017799
7.640000	0.017318
7.680000	0.016856
7.720000	0.016413
7.760000	0.015986
7.800000	0.015576
7.840000	0.015181
7.880000	0.014801
7.920000	0.014435
7.960000	0.014082
8.000000	0.013742
8.040000	0.013414
8.080000	0.013098
8.120000	0.012792
8.160000	0.012497
8.200000	0.012211
8.240000	0.011936
8.280000	0.011669
8.320000	0.011411
8.360000	0.011161
8.400000	0.010920
8.440000	0.010686
8.480000	0.010459
8.520000	0.010239
8.560000	0.010026
8.600000	0.009819
8.640000	0.009619
8.680000	0.009424
8.720000	0.009235
8.760000	0.009052
8.800000	0.008874
8.840000	0.008701
8.880000	0.008533
8.920000	0.008369
8.960000	0.008210
9.000000	0.008056
9.040000	0.007905
9.080000	0.007759
9.120000	0.007616
9.160000	0.007478
9.200000	0.007343
9.240000	0.007211
9.280000	0.007083
9.320000	0.006958
9.360000	0.006836
9.400000	0.006717
