0.060000	0.943259	0.061851	0.458884	0.028166
0.109983	0.936372	0.112854	0.451509	0.050962
0.159967	0.925562	0.162951	0.440088	0.072616
0.209950	0.910991	0.211771	0.424995	0.092686
0.259933	0.892871	0.258976	0.406704	0.110811
0.309917	0.871448	0.304274	0.385755	0.126715
0.359900	0.846992	0.347422	0.362727	0.140218
0.409883	0.819789	0.388221	0.338201	0.151233
0.459866	0.790127	0.426517	0.312741	0.159755
0.509850	0.758290	0.462197	0.286868	0.165853
0.559833	0.724554	0.495181	0.261046	0.169654
0.609816	0.689183	0.525418	0.235678	0.171328
0.659800	0.652424	0.552883	0.211095	0.171079
0.709783	0.614511	0.577566	0.187565	0.169126
0.759766	0.575661	0.599474	0.165288	0.165698
0.809750	0.536081	0.618624	0.144410	0.161020
0.859733	0.495962	0.635041	0.125023	0.155312
0.909716	0.455487	0.648759	0.107178	0.148781
0.959699	0.414831	0.659817	0.090886	0.141619
1.009683	0.374158	0.668258	0.076131	0.134000
1.059666	0.333629	0.674132	0.062873	0.126080
1.109649	0.293397	0.677493	0.051052	0.117997
1.159633	0.253613	0.678401	0.040596	0.109870
1.209616	0.214421	0.676922	0.031424	0.101801
1.259599	0.175962	0.673127	0.023448	0.093877
1.309583	0.138370	0.667094	0.016575	0.086170
1.359566	0.101778	0.658908	0.010715	0.078738
1.409549	0.066312	0.648660	0.005775	0.071626
1.459533	0.032091	0.636450	0.001666	0.064869
1.509516	-0.000769	0.622382	-0.001699	0.058493
1.559499	-0.032161	0.606568	-0.004404	0.052513
1.609482	-0.061986	0.589129	-0.006525	0.046939
1.659466	-0.090151	0.570189	-0.008136	0.041774
1.709449	-0.116572	0.549879	-0.009307	0.037015
1.759432	-0.141177	0.528336	-0.010100	0.032653
1.809416	-0.163901	0.505702	-0.010572	0.028679
1.859399	-0.184690	0.482123	-0.010777	0.025076
1.909382	-0.203502	0.457746	-0.010762	0.021829
1.959366	-0.220304	0.432724	-0.010570	0.018918
2.009349	-0.235078	0.407209	-0.010238	0.016322
2.059332	-0.247814	0.381355	-0.009800	0.014021
2.109316	-0.258516	0.355315	-0.009284	0.011993
2.159299	-0.267200	0.329243	-0.008716	0.010215
2.209282	-0.273894	0.303286	-0.008118	0.008666
2.259265	-0.278635	0.277593	-0.007506	0.007325
2.309249	-0.281474	0.252306	-0.006896	0.006169
2.359232	-0.282474	0.227562	-0.006299	0.005181
2.409215	-0.281705	0.203492	-0.005724	0.004339
2.459199	-0.279251	0.180221	-0.005179	0.003628
2.509182	-0.275201	0.157865	-0.004669	0.003029
2.559165	-0.269658	0.136532	-0.004196	0.002528
2.609149	-0.262729	0.116321	-0.003763	0.002110
2.659132	-0.254529	0.097319	-0.003369	0.001763
2.709115	-0.245181	0.079605	-0.003014	0.001476
2.759098	-0.234810	0.063245	-0.002697	0.001237
2.809082	-0.223548	0.048295	-0.002415	0.001039
2.859065	-0.211529	0.034800	-0.002166	0.000874
2.909048	-0.198889	0.022790	-0.001946	0.000734
2.959032	-0.185767	0.012285	-0.001753	0.000616
3.009015	-0.172298	0.003293	-0.001584	0.000513
3.058998	-0.158621	-0.004190	-0.001434	0.000422
3.108982	-0.144868	-0.010179	-0.001301	0.000342
3.158965	-0.131170	-0.014703	-0.001183	0.000268
3.208948	-0.117656	-0.017800	-0.001076	0.000201
3.258932	-0.104446	-0.019518	-0.000978	0.000139
3.308915	-0.091655	-0.019916	-0.000887	0.000081
3.358898	-0.079393	-0.019062	-0.000801	0.000027
3.408881	-0.067761	-0.017033	-0.000720	-0.000023
3.458865	-0.056852	-0.013914	-0.000641	-0.000068
3.508848	-0.046749	-0.009795	-0.000565	-0.000109
3.558831	-0.037527	-0.004774	-0.000490	-0.000144
3.608815	-0.029249	0.001046	-0.000417	-0.000174
3.658798	-0.021971	0.007558	-0.000345	-0.000198
3.708781	-0.015736	0.014653	-0.000275	-0.000215
3.758765	-0.010577	0.022219	-0.000207	-0.000226
3.808748	-0.006516	0.030143	-0.000141	-0.000231
3.858731	-0.003565	0.038312	-0.000079	-0.000228
3.908715	-0.001724	0.046613	-0.000021	-0.000220
3.958698	-0.000985	0.054935	0.000033	-0.000205
4.008681	-0.001328	0.063172	0.000081	-0.000184
4.058664	-0.002724	0.071218	0.000124	-0.000159
4.108648	-0.005136	0.078974	0.000161	-0.000129
4.158631	-0.008516	0.086345	0.000191	-0.000095
4.208614	-0.012810	0.093243	0.000214	-0.000058
4.258598	-0.017956	0.099585	0.000230	-0.000020
4.308581	-0.023886	0.105297	0.000239	0.000019
4.358564	-0.030525	0.110311	0.000241	0.000059
4.408548	-0.037794	0.114568	0.000236	0.000098
4.458531	-0.045609	0.118017	0.000225	0.000134
4.508514	-0.053883	0.120615	0.000207	0.000169
4.558497	-0.062528	0.122329	0.000185	0.000199
4.608481	-0.071451	0.123135	0.000158	0.000226
4.658464	-0.080560	0.123016	0.000127	0.000248
4.708447	-0.089765	0.121966	0.000093	0.000265
4.758431	-0.098973	0.119985	0.000057	0.000277
4.808414	-0.108095	0.117084	0.000020	0.000283
4.858397	-0.117044	0.113282	-0.000018	0.000284
4.908381	-0.125735	0.108603	-0.000055	0.000279
4.958364	-0.134088	0.103081	-0.000090	0.000269
5.008347	-0.142026	0.096756	-0.000123	0.000253
5.058331	-0.149478	0.089675	-0.000154	0.000233
5.108314	-0.156379	0.081889	-0.000180	0.000209
5.158297	-0.162666	0.073457	-0.000203	0.000182
5.208280	-0.168287	0.064440	-0.000220	0.000152
5.258264	-0.173194	0.054905	-0.000233	0.000119
5.308247	-0.177344	0.044920	-0.000241	0.000085
5.358230	-0.180705	0.034558	-0.000244	0.000051
5.408214	-0.183248	0.023892	-0.000242	0.000017
5.458197	-0.184953	0.012999	-0.000235	-0.000017
5.508180	-0.185807	0.001953	-0.000223	-0.000048
5.558164	-0.185803	-0.009168	-0.000207	-0.000078
5.608147	-0.184942	-0.020289	-0.000187	-0.000105
5.658130	-0.183230	-0.031336	-0.000163	-0.000128
5.708114	-0.180682	-0.042237	-0.000137	-0.000148
5.758097	-0.177316	-0.052920	-0.000109	-0.000164
5.808080	-0.173159	-0.063318	-0.000080	-0.000175
