0.200000	0.217365	0.000022
0.400000	0.205066	0.000041
0.600000	0.191780	0.000057
0.800000	0.177979	0.000071
1.000000	0.164650	0.000082
1.200000	0.151697	0.000091
1.400000	0.140022	0.000098
1.600000	0.129108	0.000103
1.800000	0.118974	0.000107
2.000000	0.110047	0.000110
2.200000	0.101885	0.000112
2.400000	0.094343	0.000113
2.600000	0.087480	0.000114
2.800000	0.081627	0.000114
3.000000	0.076142	0.000114
3.200000	0.071061	0.000114
3.400000	0.066463	0.000113
3.600000	0.062289	0.000112
3.800000	0.058637	0.000111
4.000000	0.055010	0.000110
4.200000	0.052010	0.000109
4.400000	0.048938	0.000108
4.600000	0.046285	0.000106
4.800000	0.043779	0.000105
5.000000	0.041394	0.000104
5.200000	0.039214	0.000102
5.400000	0.037358	0.000101
5.600000	0.035360	0.000099
5.800000	0.033610	0.000098
6.000000	0.032111	0.000096
6.200000	0.030789	0.000095
6.400000	0.029302	0.000094
6.600000	0.027909	0.000092
6.800000	0.026804	0.000091
7.000000	0.025614	0.000089
7.200000	0.024376	0.000088
7.400000	0.023311	0.000087
7.600000	0.022371	0.000085
7.800000	0.021585	0.000084
8.000000	0.020793	0.000083
8.200000	0.019889	0.000082
8.400000	0.019051	0.000080
8.600000	0.018402	0.000079
8.800000	0.017769	0.000078
9.000000	0.016997	0.000077
9.200000	0.016492	0.000076
9.400000	0.015859	0.000075
9.600000	0.015326	0.000074
9.800000	0.014862	0.000073
10.000000	0.014339	0.000072
10.200000	0.013760	0.000071
10.400000	0.013470	0.000070
10.600000	0.013020	0.000069
10.800000	0.012396	0.000068
11.000000	0.012223	0.000067
11.200000	0.011746	0.000066
11.400000	0.011499	0.000065
11.600000	0.011043	0.000064
11.800000	0.010857	0.000064
12.000000	0.010548	0.000063
12.200000	0.010274	0.000062
12.400000	0.009765	0.000061
12.600000	0.009637	0.000060
12.800000	0.009314	0.000060
13.000000	0.009083	0.000059
13.200000	0.008789	0.000058
13.400000	0.008506	0.000058
13.600000	0.008464	0.000057
13.800000	0.008129	0.000056
14.000000	0.007953	0.000056
14.200000	0.007705	0.000055
14.400000	0.007587	0.000054
14.600000	0.007365	0.000054
14.800000	0.007151	0.000053
15.000000	0.006996	0.000053
15.200000	0.006919	0.000052
15.400000	0.006759	0.000051
15.600000	0.006593	0.000051
15.800000	0.006383	0.000050
16.000000	0.006233	0.000050
16.200000	0.006121	0.000049
16.400000	0.006007	0.000049
16.600000	0.005936	0.000048
16.800000	0.005594	0.000048
17.000000	0.005420	0.000047
17.200000	0.005496	0.000047
17.400000	0.005274	0.000046
17.600000	0.005236	0.000046
17.800000	0.005015	0.000045
18.000000	0.005013	0.000045
18.200000	0.004896	0.000045
18.400000	0.004778	0.000044
18.600000	0.004714	0.000044
18.800000	0.004572	0.000043
19.000000	0.004493	0.000043
19.200000	0.004444	0.000043
19.400000	0.004318	0.000042
19.600000	0.004248	0.000042
19.800000	0.004232	0.000041
20.000000	0.004043	0.000041
